epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,124.135,1.20975,3.17469,1.19026,1,0.59504,0.99344,0.66646,0.93908,3.06232,0.9059,0.00026,0.00026,0.00026
